"ID","acc","accept_status","accuracy","age","average_response_time","avg_rt","background","bidi","block","buttons","canvas_backend","checkbox_status","clock_backend","color_backend","colour","compensation","congruency","coordinates","correct","correct_answer","correct_button_block","correct_new_keyboard_response","count_C","count_I","count_Instruction","count_Practice_start","count_age","count_answer","count_blank","count_blank2","count_blank3","count_blank_4","count_break","count_break2","count_button_block","count_consent_form","count_correct_feedback","count_cross","count_end","count_experiment","count_feedback","count_gender","count_incorrect_feedback","count_information_sheet","count_logger","count_new_keyboard_response","count_practice","count_stroop","count_target","datetime","description","disable_garbage_collection","expected","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","form_var","fullscreen","gender","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_answer","response_button_block","response_new_keyboard_response","response_time","response_time_answer","response_time_button_block","response_time_new_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_C","time_I","time_Instruction","time_Practice_start","time_age","time_answer","time_blank","time_blank2","time_blank3","time_blank_4","time_break","time_break2","time_button_block","time_consent_form","time_correct_feedback","time_cross","time_end","time_experiment","time_feedback","time_gender","time_incorrect_feedback","time_information_sheet","time_logger","time_new_keyboard_response","time_practice","time_stroop","time_target","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"14","100","yes","100","23","17079","17079","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","red","0","con","uniform","1","1","1","NA","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","12/06/16 12:07:21","The main experiment item","yes","v","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","v","v","space","NA","625","625","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","124469","123897","124434","125097","126087","NA","NA","120648","45195","125335","123932","NA","2063","NA","NA","NA","2063","126537","NA","123799","123895","124469","Stroop CI","4","68319","4","yes","1366","RED"
"34","100","yes","100","23","13885","13885","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","#ffef36","0","neutral","uniform","1","1","1","NA","0","0","0","0","0","1","1","1","1","1","0","0","5","0","1","1","0","0","NA","0","1","0","1","NA","0","1","1","12/06/16 12:07:21","The main experiment item","yes","m","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","m","m","space","NA","1109","1109","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","127275","126703","127240","128387","129375","NA","NA","120648","45195","128623","126738","NA","2063","NA","NA","NA","2063","129825","NA","123799","126701","127275","Stroop CI","5","69428","5","yes","1366","LOT"
"12","100","yes","100","23","11807","11807","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","#ffef36","0","inc","uniform","1","1","1","NA","0","0","0","0","0","2","2","2","2","2","0","0","5","0","2","2","0","0","NA","0","2","0","2","NA","0","2","2","12/06/16 12:07:21","The main experiment item","yes","m","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","m","m","space","NA","1414","1414","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","130547","129975","130512","131965","132954","NA","NA","120648","45195","132201","130010","NA","2063","NA","NA","NA","2063","133404","NA","123799","129972","130547","Stroop CI","6","70842","6","yes","1366","GREEN"
"5","85.7142857143","yes","85.7142857143","23","10212","10212","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","blue","0","inc","uniform","0","0","1","NA","0","0","0","0","0","3","3","3","3","3","0","0","5","0","3","3","0","0","NA","0","3","0","3","NA","0","3","3","12/06/16 12:07:21","The main experiment item","yes","b","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","n","n","space","NA","642","642","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","134130","133558","134095","134775","135763","NA","NA","120648","45195","132201","133593","NA","2063","NA","NA","135011","2063","136213","NA","123799","133556","134130","Stroop CI","6","71484","7","yes","1366","GREEN"
"31","87.5","yes","87.5","23","9018","9018","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","green","0","neutral","uniform","1","1","1","NA","0","0","0","0","0","4","4","4","4","4","0","0","5","0","4","4","0","0","NA","0","4","0","4","NA","0","4","4","12/06/16 12:07:21","The main experiment item","yes","n","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","n","n","space","NA","666","666","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","136944","136372","136909","137613","138601","NA","NA","120648","45195","137849","136407","NA","2063","NA","NA","135011","2063","139051","NA","123799","136370","136944","Stroop CI","7","72150","8","yes","1366","LOT"
"25","88.8888888889","yes","88.8888888889","23","8104","8104","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","red","0","neutral","uniform","1","1","1","NA","0","0","0","0","0","5","5","5","5","5","0","0","5","0","5","5","0","0","NA","0","5","0","5","NA","0","5","5","12/06/16 12:07:21","The main experiment item","yes","v","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","v","v","space","NA","786","786","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","139781","139209","139746","140570","141560","NA","NA","120648","45195","140808","139244","NA","2063","NA","NA","135011","2063","142010","NA","123799","139207","139781","Stroop CI","8","72936","9","yes","1366","SHIP"
"24","90","yes","90","23","7438","7438","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","#ffef36","0","con","uniform","1","1","1","NA","0","0","0","0","0","6","6","6","6","6","0","0","5","0","6","6","0","0","NA","0","6","0","6","NA","0","6","6","12/06/16 12:07:21","The main experiment item","yes","m","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","m","m","space","NA","1449","1449","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","142751","142177","142715","144203","145193","NA","NA","120648","45195","144441","142213","NA","2063","NA","NA","135011","2063","145643","NA","123799","142175","142750","Stroop CI","9","74385","10","yes","1366","YELLOW"
"2","90.9090909091","yes","90.9090909091","23","6844","6844","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","red","0","inc","uniform","1","1","1","NA","0","0","0","0","0","7","7","7","7","7","0","0","5","0","7","7","0","0","NA","0","7","0","7","NA","0","7","7","12/06/16 12:07:21","The main experiment item","yes","v","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","v","v","space","NA","904","904","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","146350","145777","146314","147257","148245","NA","NA","120648","45195","147493","145812","NA","2063","NA","NA","135011","2063","148695","NA","123799","145774","146349","Stroop CI","10","75289","11","yes","1366","GREEN"
"33","91.6666666667","yes","91.6666666667","23","6339","6339","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","green","0","neutral","uniform","1","1","1","NA","0","0","0","0","0","8","8","8","8","8","0","0","5","0","8","8","0","0","NA","0","8","0","8","NA","0","8","8","12/06/16 12:07:21","The main experiment item","yes","n","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","n","n","space","NA","779","779","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","149442","148870","149407","150224","151212","NA","NA","120648","45195","150460","148905","NA","2063","NA","NA","135011","2063","151662","NA","123799","148868","149442","Stroop CI","11","76068","12","yes","1366","FLOWER"
"9","92.3076923077","yes","92.3076923077","23","5933","5933","#ffffff","no","practice","v;b;n;m","legacy","I have read and understood the information shown above","legacy","legacy","green","0","inc","uniform","1","1","1","NA","0","0","0","0","0","9","9","9","9","9","0","0","5","0","9","9","0","0","NA","0","9","0","9","NA","0","9","9","12/06/16 12:07:21","The main experiment item","yes","n","W:\Sussex\Consciousness and control\Exp 1 - stroop suggestion and PCE\Methods\Palfi_script","no","mono","no","18","no","black","no","Ok","NA","no","Female","768","legacy","C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-0.csv","legacy","Interactive Ising","3.0.2","0","n","n","space","NA","1065","1065","3150","NA","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","58992","120648","53314","152389","151817","152354","153457","154445","NA","NA","120648","45195","153693","151852","NA","2063","NA","NA","135011","2063","154895","NA","123799","151815","152389","Stroop CI","12","77133","13","yes","1366","YELLOW"
