ID,acc,accept_status,accuracy,age,average_response_time,avg_rt,background,bidi,block,buttons,canvas_backend,checkbox_status,clock_backend,color_backend,colour,compensation,congruency,coordinates,correct,correct_answer,correct_button_block,correct_new_keyboard_response,count_C,count_I,count_Instruction,count_Practice_start,count_age,count_answer,count_blank,count_blank2,count_blank3,count_blank_4,count_break,count_break2,count_button_block,count_consent_form,count_correct_feedback,count_cross,count_end,count_experiment,count_feedback,count_gender,count_incorrect_feedback,count_information_sheet,count_logger,count_new_keyboard_response,count_practice,count_stroop,count_target,datetime,description,disable_garbage_collection,expected,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,form_var,fullscreen,gender,height,keyboard_backend,live_row,live_row_practice,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_answer,response_button_block,response_new_keyboard_response,response_time,response_time_answer,response_time_button_block,response_time_new_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_C,time_I,time_Instruction,time_Practice_start,time_age,time_answer,time_blank,time_blank2,time_blank3,time_blank_4,time_break,time_break2,time_button_block,time_consent_form,time_correct_feedback,time_cross,time_end,time_experiment,time_feedback,time_gender,time_incorrect_feedback,time_information_sheet,time_logger,time_new_keyboard_response,time_practice,time_stroop,time_target,title,total_correct,total_response_time,total_responses,uniform_coordinates,width,word
16,75,yes,75,22,5344.75,5344.75,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,blue,0,con,uniform,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,12/06/2016 21:45,The main experiment item,yes,b,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,0,0,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,v,v,space,NA,579,579,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,15337,14760,15300,15920,16913,NA,NA,4129,4129,NA,14796,NA,1665,NA,NA,16158,1665,17363,NA,14613,14756,15337,Stroop CI,3,21379,4,yes,1366,BLUE
1,60,yes,60,22,4354.4,4354.4,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,red,0,inc,uniform,0,0,1,NA,0,0,0,0,0,1,1,1,1,1,0,0,5,0,1,1,0,0,NA,0,1,0,1,NA,0,1,1,12/06/2016 21:45,The main experiment item,yes,v,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,1,1,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,b,b,space,NA,393,393,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,18189,17611,18151,18586,19579,NA,NA,4129,4129,NA,17647,NA,1665,NA,NA,18824,1665,20029,NA,14613,17607,18189,Stroop CI,3,21772,5,yes,1366,BLUE
13,50,yes,50,22,3753.666667,3753.666667,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,red,0,con,uniform,0,0,1,NA,0,0,0,0,0,2,2,2,2,2,0,0,5,0,2,2,0,0,NA,0,2,0,2,NA,0,2,2,12/06/2016 21:45,The main experiment item,yes,v,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,2,2,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,n,n,space,NA,750,750,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,20797,20220,20760,21551,22542,NA,NA,4129,4129,NA,20256,NA,1665,NA,NA,21789,1665,22992,NA,14613,20216,20797,Stroop CI,3,22522,6,yes,1366,RED
24,57.14285714,yes,57.14285714,22,3361.142857,3361.142857,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,#ffef36,0,con,uniform,1,1,1,NA,0,0,0,0,0,3,3,3,3,3,0,0,5,0,3,3,0,0,NA,0,3,0,3,NA,0,3,3,12/06/2016 21:45,The main experiment item,yes,m,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,3,3,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,m,m,space,NA,1006,1006,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,23758,23174,23715,24768,25761,NA,NA,4129,4129,25006,23211,NA,1665,NA,NA,21789,1665,26211,NA,14613,23171,23758,Stroop CI,4,23528,7,yes,1366,YELLOW
10,62.5,yes,62.5,22,3039.75,3039.75,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,#ffef36,0,inc,uniform,1,1,1,NA,0,0,0,0,0,4,4,4,4,4,0,0,5,0,4,4,0,0,NA,0,4,0,4,NA,0,4,4,12/06/2016 21:45,The main experiment item,yes,m,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,4,4,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,m,m,space,NA,790,790,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,26978,26399,26939,27772,28764,NA,NA,4129,4129,28010,26435,NA,1665,NA,NA,21789,1665,29214,NA,14613,26396,26978,Stroop CI,5,24318,8,yes,1366,RED
8,66.66666667,yes,66.66666667,22,2775.444444,2775.444444,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,green,0,inc,uniform,1,1,1,NA,0,0,0,0,0,5,5,5,5,5,0,0,5,0,5,5,0,0,NA,0,5,0,5,NA,0,5,5,12/06/2016 21:45,The main experiment item,yes,n,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,5,5,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,n,n,space,NA,661,661,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,30001,29425,29964,30666,31658,NA,NA,4129,4129,30904,29461,NA,1665,NA,NA,21789,1665,32108,NA,14613,29420,30000,Stroop CI,6,24979,9,yes,1366,BLUE
30,60,yes,60,22,2554.9,2554.9,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,blue,0,neutral,uniform,0,0,1,NA,0,0,0,0,0,6,6,6,6,6,0,0,5,0,6,6,0,0,NA,0,6,0,6,NA,0,6,6,12/06/2016 21:45,The main experiment item,yes,b,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,6,6,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,v,v,space,NA,570,570,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,32828,32251,32791,33402,34394,NA,NA,4129,4129,30904,32287,NA,1665,NA,NA,33640,1665,34844,NA,14613,32248,32828,Stroop CI,6,25549,10,yes,1366,FLOWER
20,63.63636364,yes,63.63636364,22,2403.272727,2403.272727,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,green,0,con,uniform,1,1,1,NA,0,0,0,0,0,7,7,7,7,7,0,0,5,0,7,7,0,0,NA,0,7,0,7,NA,0,7,7,12/06/2016 21:45,The main experiment item,yes,n,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,7,7,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,n,n,space,NA,887,887,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,35606,35028,35568,36497,37491,NA,NA,4129,4129,36736,35064,NA,1665,NA,NA,33640,1665,37942,NA,14613,35024,35606,Stroop CI,7,26436,11,yes,1366,GREEN
23,66.66666667,yes,66.66666667,22,2249.75,2249.75,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,#ffef36,0,con,uniform,1,1,1,NA,0,0,0,0,0,8,8,8,8,8,0,0,5,0,8,8,0,0,NA,0,8,0,8,NA,0,8,8,12/06/2016 21:45,The main experiment item,yes,m,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,8,8,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,m,m,space,NA,561,561,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,38691,38114,38654,39256,40248,NA,NA,4129,4129,39494,38150,NA,1665,NA,NA,33640,1665,40698,NA,14613,38110,38691,Stroop CI,8,26997,12,yes,1366,YELLOW
4,69.23076923,yes,69.23076923,22,2124.384615,2124.384615,#ffffff,no,practice,v;b;n;m,legacy,I have read and understood the information shown above,legacy,legacy,blue,0,inc,uniform,1,1,1,NA,0,0,0,0,0,9,9,9,9,9,0,0,5,0,9,9,0,0,NA,0,9,0,9,NA,0,9,9,12/06/2016 21:45,The main experiment item,yes,b,IC_RSI2000.osexp,C:\Users\user\Downloads,no,mono,no,18,no,black,no,Ok,NA,yes,Female,768,legacy,9,9,C:/Users/User/Dropbox/Sussex/Consciousness and control/Exp 1 - stroop suggestion and PCE/Methods/Palfi_script/laptop_size/subject-7.csv,legacy,Jazzy James,3.1.2,0,b,b,space,NA,620,620,10483,NA,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,9945,12916,8232,41443,40866,41406,42067,43059,NA,NA,4129,4129,42305,40902,NA,1665,NA,NA,33640,1665,43509,NA,14613,40863,41443,Stroop CI,9,27617,13,yes,1366,RED
